;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;54.745;123.721
1891;;;;54.607;123.408
1892;;;;54.469;123.096
1893;;;;54.331;122.784
1894;;;;54.192;122.471
1895;;;;54.054;122.159
1896;;;;53.916;121.847
1897;;;;53.778;121.534
1898;;;;53.64;121.222
1899;;;;53.501;120.91
1900;;;;53.363;120.597
1901;;;;53.225;120.285
1902;;;;53.087;119.973
1903;;;;52.949;119.66
1904;;;;52.81;119.348
1905;;;;52.672;119.036
1906;;;;52.534;118.723
1907;;;;52.396;118.411
1908;;;;52.258;118.099
1909;;;;52.119;117.786
1910;;;;51.981;117.474
1911;;;;51.843;117.162
1912;;;;51.705;116.849
1913;;;;51.567;116.537
1914;;;;51.428;116.225
1915;;;;51.29;115.912
1916;;;;51.152;115.6
1917;;;;51.014;115.288
1918;;;;50.875;114.975
1919;;;;50.737;114.663
1920;;;;50.599;114.351
1921;;;;50.461;114.039
1922;;;;50.323;113.726
1923;;;;50.184;113.414
1924;;;;50.046;113.102
1925;;;;49.908;112.789
1926;;;;49.77;112.477
1927;;;;49.632;112.165
1928;;;;49.493;111.852
1929;;;;49.355;111.54
1930;;;;49.217;111.228
1931;;;;49.079;110.915
1932;;;;48.941;110.603
1933;;;;48.802;110.291
1934;;;;48.664;109.978
1935;;;;48.526;109.666
1936;;;;48.388;109.354
1937;;;;48.25;109.041
1938;;;;48.111;108.729
1939;;;;47.973;108.417
1940;;;;47.835;108.104
1941;;;;47.697;107.792
1942;;;;47.559;107.48
1943;;;;47.42;107.167
1944;;;;47.282;106.855
1945;;;;47.144;106.543
1946;;;;47.116;106.48
1947;;;;47.089;106.418
1948;;;;47.061;106.355
1949;;;;47.033;106.293
1950;;;;47.006;106.23
1951;;;;46.978;106.168
1952;;;;46.95;106.105
1953;;;;46.923;106.043
1954;;;;46.895;105.98
1955;;;;46.868;105.918
1956;;;;46.84;105.855
1957;;;;46.812;105.793
1958;;;;46.785;105.73
1959;;;;46.757;105.668
1960;;;;46.729;105.605
1961;;;;46.702;105.543
1962;;;;46.674;105.48
1963;;;;46.646;105.418
1964;;;;46.619;105.355
1965;;;;46.591;105.293
1966;;;;46.563;105.23
1967;;;;46.536;105.168
1968;;;;46.508;105.106
1969;;;;46.48;105.043
1970;;;;46.453;104.981
1971;;;;46.403;104.868
1972;;;;46.353;104.755
1973;;;;46.303;104.642
1974;;;;46.253;104.529
1975;;;;46.203;104.416
1976;;;;46.153;104.303
1977;;;;46.103;104.19
1978;;;;46.053;104.077
1979;;;;46.003;103.965
1980;;;;45.953;103.852
1981;;;;45.903;103.739
1982;;;;45.853;103.626
1983;;;;45.803;103.513
1984;;;;45.754;103.4
1985;;;;45.704;103.287
1986;;;;45.654;103.174
1987;;;;45.604;103.061
1988;;;;45.554;102.949
1989;;;;45.504;102.836
1990;;;;45.454;102.723
1991;;;;45.404;102.61
1992;;;;45.354;102.497
1993;;;;45.304;102.384
1994;;;;45.254;102.271
1995;;;;45.204;102.158
1996;;;;45.154;102.045
1997;;;;45.104;101.933
1998;;;;45.054;101.82
1999;;;;45.004;101.707
2000;;;;44.954;101.594
2001;;;;44.655;100.918
2002;;;;44.356;100.243
2003;;;;44.058;99.567
2004;;;;43.759;98.892
2005;;;;43.46;98.216
2006;;;;43.161;97.541
2007;;;;42.862;96.865
2008;;;;42.563;96.19
2009;;;;42.264;95.514
2010;;;;41.965;94.839
2011;;;;41.666;94.163
2012;;;;41.367;93.488
2013;;;;41.069;92.813
2014;;;;40.77;92.137
2015;;;;40.57;91.686
2016;;;;40.371;91.236
2017;;;;40.171;90.785
2018;;;;40.248;90.958
2019;;;;40.324;91.13
